,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
1,0.5,4.539518098,0.424898699,-0.281279988,0.58955852,1.03280527,-0.0216272,19.620878,-4.383297298,-10.18564382,-19.93803583,0.962166609,-3.83E-06,0,-14.39958136,3.659853829,0.030915282,-2.135985403,7.368548031,8E-08,0,-17.15216684,-2.968358269,-5.473108903
2,0.501,4.533771564,0.466741735,-0.276591217,0.589491935,1.03257532,-0.021606657,19.58209418,-4.400143016,-10.11459216,-19.5582261,0.970211523,-4.00254E-06,1.42296E-07,-14.48082617,3.702756355,0.055612914,-2.102724068,7.405680551,1.09258E-06,-8.26095E-06,-17.14693563,-3.000654722,-5.47934664
3,0.502,4.528018775,0.508568553,-0.271897965,0.589425846,1.032343996,-0.021585235,19.54329496,-4.416987584,-10.04355599,-19.17856111,0.978260724,-4.74782E-06,7.17972E-07,-14.56209003,3.745638856,0.080305833,-2.069506129,7.442811635,3.83365E-06,-4.91222E-05,-17.14173007,-3.032935932,-5.485574141
4,0.503,4.522257212,0.55036391,-0.267195426,0.589360251,1.032111309,-0.021562928,19.50450585,-4.433822943,-9.972551563,-18.79917345,0.986318423,-6.0138E-06,1.7461E-06,-14.64335187,3.788477249,0.104989489,-2.036361533,7.479928107,2.15006E-06,-0.000113383,-17.13654812,-3.065184748,-5.491790152
5,0.504,4.516484594,0.592112847,-0.262478968,0.589295152,1.031877272,-0.021539731,19.4657522,-4.450641233,-9.901594929,-18.42019552,0.994388548,-7.5648E-06,3.20061E-06,-14.72459097,3.831247826,0.12965936,-2.003319546,7.517004526,-1.56836E-05,-0.000149912,-17.13138794,-3.097384344,-5.497993338
6,0.505,4.510698451,0.633800218,-0.257743803,0.589230549,1.031641898,-0.021515636,19.42705947,-4.467434374,-9.83070231,-18.04175953,1.002474947,-9.32031E-06,5.0486E-06,-14.80578631,3.873926564,0.154310975,-1.970409954,7.554027787,-5.61725E-05,-0.000149138,-17.12624751,-3.129517617,-5.504182457
7,0.506,4.504896128,0.67541068,-0.252984978,0.589166442,1.031405201,-0.02149064,19.38845327,-4.484194061,-9.759890102,-17.66399741,1.010581367,-1.13642E-05,7.24984E-06,-14.88691671,3.916489129,0.178939942,-1.937663058,7.590997568,-0.000120313,-0.000144466,-17.12112459,-3.161567191,-5.510356365
8,0.507,4.499074985,0.716928945,-0.248197553,0.58910283,1.031167194,-0.021464739,19.34995914,-4.500911982,-9.68917467,-17.28704079,1.01871148,-1.37833E-05,9.76522E-06,-14.96796106,3.958911231,0.203541917,-1.905109032,7.627913607,-0.00020883,-0.000169104,-17.11601695,-3.193515723,-5.516513921
9,0.508,4.493232611,0.758340026,-0.243376781,0.589039714,1.030927894,-0.021437927,19.31160232,-4.517580035,-9.618572135,-16.91102089,1.0268689,-1.64976E-05,1.25641E-05,-15.04889872,4.001168996,0.228112565,-1.872777287,7.664762975,-0.000327699,-0.000212874,-17.11092261,-3.225346222,-5.522653893
10,0.509,4.487366826,0.799629248,-0.238518107,0.588977095,1.030687321,-0.021410199,19.27340772,-4.534190331,-9.548098368,-16.53606848,1.035057174,-1.92604E-05,1.56226E-05,-15.12970957,4.043238986,0.252647565,-1.840696463,7.701520321,-0.000488167,-0.000222983,-17.10583986,-3.257042056,-5.528774957
11,0.51,4.481475278,0.840781788,-0.233616825,0.588914971,1.030445492,-0.021381553,19.23540035,-4.55073479,-9.47776939,-16.1623138,1.043279691,-2.19854E-05,1.89092E-05,-15.21037331,4.085097525,0.277142734,-1.8088956,7.73817286,-0.000696109,-0.00018861,-17.10076678,-3.288586374,-5.534875898
12,0.511,4.475555441,0.88178267,-0.228668067,0.588853344,1.030202428,-0.021351985,19.19760527,-4.567205131,-9.407601374,-15.78988651,1.051539662,-2.47573E-05,2.23858E-05,-15.29086954,4.126720697,0.301594039,-1.777404135,7.774720919,-0.000951646,-0.000142662,-17.09570126,-3.319962094,-5.540955619
13,0.512,4.469604822,0.922617022,-0.223666988,0.588792214,1.029958148,-0.021321492,19.16004739,-4.583593093,-9.33761043,-15.4189156,1.059840144,-2.76659E-05,2.60162E-05,-15.37117804,4.168084716,0.325997562,-1.74625126,7.811165151,-0.001254476,-0.00011837,-17.0906412,-3.35115223,-5.547013038
14,0.513,4.463621184,0.96327033,-0.218608954,0.58873158,1.029712674,-0.02129007,19.12275125,-4.599890665,-9.267812388,-15.04952935,1.068184064,-3.06278E-05,2.97717E-05,-15.45127922,4.209166314,0.350349435,-1.715465284,7.847493363,-0.001609873,-0.000104627,-17.08558481,-3.382140215,-5.553046987
15,0.514,4.457602552,1.003728456,-0.213489541,0.588671444,1.029466032,-0.021257716,19.08574097,-4.616090092,-9.198222783,-14.68185525,1.076574207,-3.33854E-05,3.36297E-05,-15.53115405,4.249942766,0.374645848,-1.685073628,7.883680665,-0.002028801,-4.64388E-05,-17.08053053,-3.412909912,-5.559056217
16,0.515,4.45154679,1.043977153,-0.208304175,0.588611806,1.029218245,-0.021224429,19.04904071,-4.632183449,-9.128857284,-14.31601991,1.085013122,-3.58492E-05,3.75608E-05,-15.61078347,4.290391182,0.3988832,-1.655103997,7.919715131,-0.002516516,6.82408E-05,-17.07547663,-3.443445013,-5.565039605
17,0.516,4.445451598,1.084002066,-0.203048122,0.588552666,1.028969339,-0.021190205,19.01267459,-4.64816264,-9.059731695,-13.95214905,1.093503106,-3.81086E-05,4.15309E-05,-15.69014837,4.330488502,0.423058123,-1.62558438,7.955598448,-0.003072116,0.000206375,-17.07042119,-3.473729032,-5.570996162
18,0.517,4.439314734,1.123788992,-0.197716678,0.588494025,1.028719338,-0.021155045,18.97666654,-4.664019623,-8.990861731,-13.59036738,1.102046227,-4.02605E-05,4.55075E-05,-15.76922994,4.370211881,0.447167421,-1.59654241,7.991332888,-0.003694188,0.000334046,-17.0653623,-3.503745632,-5.576924932
19,0.518,4.433134238,1.16332415,-0.192305366,0.588435884,1.02846827,-0.021118944,18.94103999,-4.679746648,-8.922262786,-13.23079857,1.110644356,-4.22202E-05,4.94653E-05,-15.84801008,4.409539104,0.47120798,-1.568004725,8.026907472,-0.004387367,0.0004634,-17.06029836,-3.53347897,-5.582824879
20,0.519,4.426908441,1.202594196,-0.186809941,0.588378245,1.028216166,-0.021081903,18.90581791,-4.695336265,-8.853949923,-12.87356516,1.11929915,-4.37201E-05,5.33838E-05,-15.92647138,4.448448607,0.495176776,-1.539996962,8.06229802,-0.005162494,0.0006525,-17.05522807,-3.562913706,-5.588694892
21,0.52,4.420635527,1.241585717,-0.181226005,0.588321109,1.027963054,-0.02104392,18.8710232,-4.710780882,-8.785938323,-12.51878852,1.128011963,-4.46699E-05,5.72369E-05,-16.00459647,4.486918727,0.519071068,-1.512544935,8.097493916,-0.006024224,0.000914729,-17.05014992,-3.592034372,-5.594534004
22,0.521,4.414313526,1.280285234,-0.175549001,0.588264476,1.027708964,-0.021004995,18.8366787,-4.726072762,-8.718243287,-12.16658876,1.136783829,-4.51679E-05,6.09954E-05,-16.08236799,4.524927698,0.542888422,-1.485674646,8.132498841,-0.006970549,0.001216383,-17.0450622,-3.620825369,-5.600341408
23,0.522,4.407940545,1.318679465,-0.169774406,0.58820835,1.027453927,-0.020965126,18.80280696,-4.741204254,-8.650880007,-11.8170847,1.145615486,-4.53196E-05,6.46319E-05,-16.15976897,4.56245405,0.566626629,-1.45941164,8.167317225,-0.007998943,0.001522602,-17.03996324,-3.649271303,-5.606116338
24,0.523,4.401515004,1.356755613,-0.163897949,0.588152732,1.027197974,-0.020924314,18.76942997,-4.756168045,-8.58386331,-11.47039377,1.154507416,-4.50408E-05,6.81251E-05,-16.23678322,4.599477052,0.59028358,-1.433780364,8.20193968,-0.009113444,0.001846802,-17.03485167,-3.677357343,-5.61185796
25,0.524,4.39503564,1.394501376,-0.157915605,0.588097624,1.026941141,-0.020882559,18.73656917,-4.770957168,-8.517207654,-11.12663199,1.163459832,-4.40572E-05,7.14572E-05,-16.31339538,4.635976729,0.613857272,-1.408804151,8.23634302,-0.010324789,0.002250638,-17.02972645,-3.70506923,-5.617565366
26,0.525,4.388501054,1.431904422,-0.151823199,0.58804303,1.02668346,-0.02083986,18.70424588,-4.785564538,-8.450927601,-10.78591386,1.172472582,-4.22809E-05,7.46065E-05,-16.38959013,4.671933062,0.637346057,-1.384506435,8.270518382,-0.011636996,0.002748754,-17.02458632,-3.732392618,-5.623237819
27,0.526,4.381909702,1.468952379,-0.145616393,0.587988953,1.026424966,-0.020796219,18.67248131,-4.799982945,-8.385037823,-10.44835236,1.181545139,-3.98206E-05,7.7549E-05,-16.46535225,4.707325988,0.660748663,-1.360910749,8.304471926,-0.013046941,0.00330647,-17.0194298,-3.759313067,-5.628874757
28,0.527,4.375260135,1.505633127,-0.139290897,0.587935396,1.026165693,-0.020751636,18.64129631,-4.814205303,-8.319552853,-10.11405884,1.190676629,-3.679E-05,8.02631E-05,-16.54066694,4.742135823,0.684064085,-1.338040094,8.338210535,-0.014551104,0.003888263,-17.01425546,-3.785816395,-5.634475676
29,0.528,4.368551314,1.541935091,-0.132842586,0.587882363,1.025905677,-0.020706111,18.61071082,-4.828224931,-8.254486945,-9.783143144,1.199866106,-3.292E-05,8.23015E-05,-16.61552032,4.776343711,0.707291529,-1.315916242,8.371726751,-0.016152912,0.004508873,-17.00906221,-3.811889047,-5.640040126
30,0.529,4.36178249,1.57784722,-0.126267693,0.587829862,1.02564496,-0.020659647,18.58074479,-4.84203555,-8.189853811,-9.455713138,1.209112097,-2.7934E-05,8.36479E-05,-16.68989902,4.809931712,0.730430199,-1.294559698,8.404998902,-0.017862777,0.005232959,-17.00384907,-3.837518138,-5.645567545
31,0.53,4.354952732,1.613358443,-0.119562399,0.587777901,1.025383581,-0.020612243,18.5514185,-4.855630787,-8.125667125,-9.131874671,1.218412463,-2.19434E-05,8.47286E-05,-16.76378955,4.842881949,0.753479619,-1.273990968,8.438020315,-0.019683979,0.006076064,-16.99861464,-3.862690761,-5.651057488
32,0.531,4.348061047,1.648457699,-0.112722617,0.58772649,1.025121582,-0.0205639,18.52275171,-4.869004183,-8.061940788,-8.811731945,1.227764859,-1.50706E-05,8.55362E-05,-16.83717862,4.875176531,0.776439855,-1.254230588,8.470799816,-0.021612411,0.007002917,-16.9933574,-3.887393937,-5.656509811
33,0.532,4.341106546,1.68313422,-0.105744326,0.587675637,1.024859004,-0.02051462,18.49476372,-4.882149428,-7.998688528,-8.495387289,1.23716657,-7.43666E-06,8.60623E-05,-16.91005348,4.906798011,0.799311266,-1.235298495,8.503346654,-0.023643846,0.007978585,-16.98807587,-3.91161499,-5.661924432
34,0.533,4.334088699,1.717377814,-0.098623791,0.587625352,1.024595888,-0.020464406,18.4674731,-4.895060616,-7.935923631,-8.182941112,1.246614545,1.03228E-06,8.63019E-05,-16.98240234,4.937729838,0.822094316,-1.217213373,8.535655526,-0.025781115,0.009019286,-16.98276896,-3.93534191,-5.667301197
35,0.534,4.327007324,1.751178873,-0.091357566,0.587575645,1.024332279,-0.020413257,18.44089771,-4.907732242,-7.873658937,-7.874491845,1.256105387,1.06005E-05,8.62513E-05,-17.05421435,4.967956356,0.844789576,-1.199992656,8.567706894,-0.028033972,0.010191292,-16.97743589,-3.958563355,-5.67263989
36,0.535,4.319862115,1.784527816,-0.083942059,0.587526527,1.024068219,-0.020361177,18.41505517,-4.920158722,-7.811907358,-7.570135906,1.265635269,2.1339E-05,8.59054E-05,-17.12547884,4.997461963,0.867398088,-1.183653777,8.599496537,-0.030404935,0.011510738,-16.9720757,-3.981267953,-5.677940485
37,0.536,4.312652633,1.817415089,-0.076373531,0.587478008,1.02380375,-0.020308168,18.38996287,-4.932334388,-7.750681876,-7.269967653,1.275199926,3.31225E-05,8.52592E-05,-17.1961853,5.026231105,0.88992137,-1.168214185,8.63103582,-0.032889186,0.012942741,-16.96668721,-4.0034443,-5.683203153
38,0.537,4.305378562,1.849831462,-0.068648322,0.587430098,1.023538915,-0.020254232,18.36563767,-4.944253752,-7.689995269,-6.974079334,1.284794699,4.583E-05,8.43096E-05,-17.2663238,5.054248741,0.912361237,-1.153690677,8.662336153,-0.035482089,0.01445412,-16.96126931,-4.025081339,-5.688428134
39,0.538,4.298039945,1.881768312,-0.060763075,0.587382809,1.023273758,-0.020199374,18.3420957,-4.955911748,-7.62985984,-6.682561041,1.294414574,5.95283E-05,8.30556E-05,-17.33588538,5.081500772,0.934719604,-1.140098767,8.693394759,-0.038185745,0.016061643,-16.95582125,-4.046168707,-5.693615603
40,0.539,4.290637187,1.913217612,-0.052714727,0.587336151,1.023008322,-0.020143594,18.31935233,-4.96730373,-7.570287417,-6.395500663,1.304054179,7.44633E-05,8.14967E-05,-17.40486204,5.107974031,0.956998501,-1.127452692,8.724195262,-0.041008679,0.017829993,-16.95034261,-4.066696731,-5.698765684
41,0.54,4.283170568,1.944171393,-0.044500082,0.587290138,1.022742652,-0.020086897,18.29742263,-4.978424992,-7.511289875,-6.112983864,1.313707705,9.06944E-05,7.96313E-05,-17.47324595,5.133655459,0.979200447,-1.115766665,8.75473636,-0.043952463,0.019774542,-16.94483275,-4.086655743,-5.7038787
42,0.541,4.275640249,1.974621741,-0.03611581,0.587244781,1.022476791,-0.020029286,18.27632143,-4.989270774,-7.452879133,-5.835094045,1.323368904,0.000108095,7.7459E-05,-17.5410295,5.158532104,1.001328455,-1.10505488,8.785031812,-0.047011793,0.021861434,-16.93929086,-4.106036078,-5.708955176
43,0.542,4.268046517,2.004561095,-0.027558673,0.587200093,1.022210782,-0.019970764,18.25606297,-4.999836516,-7.395066874,-5.561912298,1.333031136,0.000126545,7.49804E-05,-17.60820564,5.18259158,1.023385831,-1.095330853,8.815095034,-0.050181768,0.024059808,-16.93371618,-4.124828449,-5.713995713
44,0.543,4.260390025,2.033982507,-0.018825743,0.587156085,1.021944668,-0.019911337,18.23666076,-5.010118091,-7.337864281,-5.293517367,1.342687404,0.000146102,7.21978E-05,-17.67476829,5.205822463,1.045375978,-1.086606822,8.84492614,-0.053463589,0.026385679,-16.92810829,-4.143024276,-5.719000855
45,0.544,4.252671773,2.062879632,-0.009914387,0.587112771,1.021678496,-0.019851007,18.21812748,-5.020111787,-7.281282044,-5.029985613,1.352330357,0.000166985,6.91127E-05,-17.74071232,5.228214281,1.067302409,-1.078893772,8.874512754,-0.056864107,0.028899109,-16.92246708,-4.160615676,-5.723971104
46,0.545,4.244892651,2.091246209,-0.000821858,0.587070166,1.021412309,-0.019789778,18.20047554,-5.029813865,-7.225330869,-4.771391003,1.361952221,0.00018924,6.57265E-05,-17.80603279,5.24975672,1.089169126,-1.072202643,8.903856691,-0.060383872,0.031613776,-16.91679228,-4.177594804,-5.728907162
47,0.546,4.237053434,2.119076061,0.008454717,0.587028283,1.02114615,-0.019727656,18.183717,-5.039220551,-7.170021476,-4.51780508,1.3715448,0.00021274,6.20421E-05,-17.87072496,5.270439636,1.11098062,-1.066544338,8.932973765,-0.064017308,0.034497662,-16.91108338,-4.193953852,-5.733809938
48,0.547,4.22915503,2.14636338,0.017918102,0.586987136,1.020880062,-0.019664644,18.16786336,-5.048328288,-7.115364321,-4.269296931,1.381099523,0.000237371,5.80633E-05,-17.93478467,5.290253487,1.132741663,-1.061929086,8.961879229,-0.067759354,0.037522353,-16.90533998,-4.20968541,-5.738680412
49,0.548,4.221198699,2.17310297,0.027570753,0.586946739,1.02061409,-0.019600747,18.15292532,-5.057133944,-7.061369344,-4.025933147,1.390607478,0.000263175,5.3795E-05,-17.99820872,5.309189697,1.154457111,-1.058365885,8.990576206,-0.071610238,0.040702149,-16.89956201,-4.224782777,-5.74351952
50,0.549,4.213186037,2.199290231,0.037414831,0.586907109,1.020348278,-0.01953597,18.13891278,-5.065634802,-7.008045978,-3.787777798,1.40005942,0.000290342,4.92408E-05,-18.06099478,5.327240637,1.176131911,-1.055862534,9.019056579,-0.075574979,0.04409096,-16.89374967,-4.239239938,-5.748328158
51,0.55,4.205118536,2.224920672,0.047452599,0.58686826,1.02008267,-0.019470318,18.12583531,-5.073828134,-6.955403643,-3.55489244,1.409445713,0.000318904,4.4405E-05,-18.12314075,5.344398895,1.19777148,-1.054426783,9.047325131,-0.07965314,0.047700557,-16.887903,-4.253050949,-5.753107421
52,0.551,4.196997582,2.249989912,0.057686425,0.586830207,1.01981731,-0.019403796,18.11370211,-5.081711202,-6.90345174,-3.327336094,1.418756332,0.000348739,3.92931E-05,-18.18464471,5.360657279,1.219381706,-1.054066349,9.075399342,-0.083839022,0.051501244,-16.88202188,-4.266209935,-5.757858603
53,0.552,4.188824689,2.274493944,0.068118564,0.586792968,1.019552238,-0.019336409,18.10252176,-5.08928149,-6.852199385,-3.105165212,1.427980915,0.000379733,3.39118E-05,-18.24550532,5.37600922,1.240968749,-1.05478831,9.103296175,-0.08812741,0.055466554,-16.87610624,-4.278711425,-5.762583065
54,0.553,4.180601706,2.298429364,0.078750968,0.586756557,1.019287498,-0.019268162,18.09230206,-5.096536897,-6.801655169,-2.888433655,1.437108792,0.000411915,2.8268E-05,-18.30572214,5.390449106,1.262538812,-1.05659859,9.131021561,-0.09251759,0.059608758,-16.87015634,-4.290550644,-5.76728213
55,0.554,4.172330805,2.321793355,0.089585291,0.586720993,1.019023134,-0.019199062,18.08305001,-5.103475728,-6.751827164,-2.677192668,1.446128999,0.00044545,2.23676E-05,-18.36529556,5.403972267,1.284098138,-1.059501991,9.158571181,-0.097012896,0.063976119,-16.86417274,-4.301723497,-5.77195708
56,0.555,4.164014059,2.344583228,0.100623279,0.586686292,1.018759188,-0.019129113,18.07477221,-5.110096295,-6.7027234,-2.471490903,1.455030228,0.000480359,1.62169E-05,-18.42422618,5.416574293,1.305653419,-1.063503288,9.185952314,-0.101612049,0.068578936,-16.85815581,-4.312225982,-5.776609384
57,0.556,4.155653434,2.366796421,0.111866768,0.586652472,1.018495702,-0.019058321,18.06747486,-5.116396916,-6.654351864,-2.271374406,1.463800835,0.000516523,9.82377E-06,-18.48251481,5.428251031,1.327211808,-1.068607251,9.213183803,-0.106309279,0.07338961,-16.85210578,-4.322054183,-5.7812407
58,0.557,4.147251017,2.388430742,0.123317481,0.586619549,1.018232716,-0.018986693,18.06116358,-5.122376131,-6.606720245,-2.076886592,1.472428889,0.000553829,3.19713E-06,-18.54016276,5.438998961,1.348780708,-1.074818086,9.240284249,-0.111099127,0.078382516,-16.84602296,-4.331204588,-5.785852748
59,0.558,4.13880921,2.409484591,0.134976838,0.586587543,1.017970272,-0.018914234,18.05584314,-5.128032886,-6.559835695,-1.88806822,1.480902203,0.000592297,-3.6543E-06,-18.59717217,5.448815506,1.370367495,-1.082138936,9.267261905,-0.115980038,0.083568153,-16.83990797,-4.339674366,-5.790447202
60,0.559,4.13033073,2.42995695,0.146845963,0.586556472,1.01770841,-0.018840951,18.05151751,-5.133366525,-6.51370484,-1.704957389,1.489208348,0.000632072,-1.0723E-05,-18.65354601,5.457699025,1.391979493,-1.090571912,9.294115197,-0.120954037,0.088991289,-16.83376169,-4.347461358,-5.79502569
61,0.56,4.121818188,2.449846936,0.158926061,0.586526354,1.017447171,-0.018766849,18.04819024,-5.138376413,-6.468334243,-1.52758956,1.497334613,0.000673168,-1.80008E-05,-18.70928742,5.465648163,1.413624463,-1.100119156,9.32085322,-0.126019177,0.094661536,-16.82758487,-4.354563508,-5.799590014
62,0.561,4.113274088,2.469153799,0.171218423,0.586497209,1.017186593,-0.018691935,18.04586448,-5.143061933,-6.423730408,-1.355997559,1.50526802,0.000715469,-2.54778E-05,-18.76439967,5.472661847,1.435310634,-1.110782867,9.347495996,-0.131169526,0.100552377,-16.82137811,-4.360978853,-5.804142147
63,0.562,4.104701034,2.487877147,0.183724227,0.586469055,1.016926715,-0.018616217,18.04454276,-5.147422682,-6.379899536,-1.190211552,1.512995361,0.000758861,-3.31433E-05,-18.8188865,5.478739625,1.457046452,-1.122564786,9.374063727,-0.136399231,0.106637443,-16.81514208,-4.366705817,-5.808684122
64,0.563,4.096101938,2.506017175,0.196444349,0.586441911,1.016667574,-0.0185397,18.04422675,-5.15145866,-6.336847282,-1.030259033,1.52050324,0.000803356,-4.09869E-05,-18.87275244,5.483881984,1.478840225,-1.135465688,9.400566303,-0.141706034,0.112926057,-16.80887775,-4.3717435,-5.813217907
65,0.564,4.087480014,2.523574653,0.209379365,0.586415798,1.01640921,-0.018462392,18.04491734,-5.155170266,-6.294578761,-0.876164818,1.527778088,0.000849087,-4.9E-05,-18.92600276,5.488090338,1.500700085,-1.149485414,9.427003483,-0.14709111,0.119462537,-16.80258636,-4.376091665,-5.81774541
66,0.565,4.078838361,2.540550484,0.222529926,0.586390737,1.016151658,-0.018384298,18.04661496,-5.158557925,-6.253099017,-0.727951089,1.534806125,0.000896065,-5.71728E-05,-18.97864285,5.491366394,1.522634612,-1.164623926,9.453385408,-0.152551972,0.126256556,-16.79626904,-4.379750172,-5.8222687
67,0.566,4.070179956,2.556945693,0.235896775,0.586366746,1.015894954,-0.018305428,18.04931964,-5.161622079,-6.21241303,-0.585637391,1.541573379,0.000944172,-6.54938E-05,-19.03067818,5.49371214,1.54465286,-1.180881351,9.479733199,-0.158082348,0.133280993,-16.78992672,-4.382718963,-5.826790007
68,0.567,4.061507857,2.57276165,0.249480546,0.586343847,1.015639132,-0.018225788,18.05303079,-5.164363379,-6.172525481,-0.449240622,1.548065728,0.00099329,-7.39511E-05,-19.0821146,5.495130169,1.566764058,-1.198257475,9.506068579,-0.163675832,0.140506998,-16.78356042,-4.384998349,-5.831311605
69,0.568,4.052825424,2.588000303,0.263281562,0.58632206,1.015384226,-0.018145385,18.05774698,-5.166782879,-6.133440485,-0.318775023,1.554268938,0.001043424,-8.25333E-05,-19.13295868,5.495624001,1.588977155,-1.21675122,9.532402281,-0.169329596,0.14794337,-16.77717145,-4.386589309,-5.83583569
70,0.569,4.044136312,2.602664172,0.277299833,0.586301406,1.015130271,-0.018064227,18.06346595,-5.168882036,-6.095161601,-0.194252183,1.560168683,0.001094704,-9.12309E-05,-19.18321766,5.495198077,1.611300784,-1.236360671,9.558733917,-0.175044343,0.155636947,-16.77076143,-4.387493478,-5.840364371
71,0.57,4.035444042,2.616755892,0.291535457,0.586281907,1.0148773,-0.017982322,18.07018501,-5.170662323,-6.057692318,-0.075681084,1.565750512,0.001147137,-0.000100033,-19.23289884,5.493857114,1.633744036,-1.257084157,9.585073906,-0.18081715,0.16359791,-16.76433178,-4.387712568,-5.844899909
72,0.571,4.026751986,2.630278195,0.305988623,0.586263583,1.014625343,-0.017899677,18.0779011,-5.172125224,-6.021036069,0.036931887,1.570999871,0.0012006,-0.000108928,-19.28200946,5.491606084,1.656316492,-1.278920306,9.611444371,-0.186641226,0.171796632,-16.75788377,-4.387248343,-5.84944472
73,0.572,4.01806358,2.643234136,0.320659421,0.586246457,1.014374429,-0.017816301,18.08661052,-5.173272423,-5.985195984,0.143582944,1.57590214,0.00125497,-0.000117903,-19.33055708,5.488450535,1.679027839,-1.301867543,9.637868318,-0.192509465,0.180200297,-16.75141872,-4.386102911,-5.854001253
74,0.573,4.009382554,2.655627342,0.33554761,0.58623055,1.014124589,-0.017732203,18.09630876,-5.174106006,-5.950174612,0.24427091,1.58044268,0.001310247,-0.000126945,-19.37854987,5.484396928,1.701887331,-1.325923521,9.664356498,-0.198418551,0.188817693,-16.74493824,-4.384279039,-5.858571851
75,0.574,4.000712932,2.667462005,0.350652625,0.586215884,1.013875853,-0.017647389,18.10699045,-5.174628463,-5.915973912,0.338997202,1.584606855,0.001366562,-0.000136046,-19.42599665,5.479452632,1.724903761,-1.351085147,9.690907034,-0.204369024,0.197700379,-16.73844425,-4.381780149,-5.863158748
76,0.575,3.992058574,2.678742398,0.365973993,0.586202483,1.013628248,-0.017561869,18.11864985,-5.174842282,-5.882595788,0.42776578,1.588379999,0.001423918,-0.000145194,-19.47290612,5.473625247,1.748086382,-1.377349726,9.717529882,-0.210357594,0.206859161,-16.73193847,-4.378609695,-5.867764323
77,0.576,3.983423159,2.689472851,0.381511348,0.586190367,1.013381801,-0.01747565,18.13128087,-5.174749946,-5.8500421,0.510583126,1.591747436,0.001482187,-0.000154377,-19.51928683,5.466922583,1.771444942,-1.40471502,9.744247902,-0.216376788,0.216260315,-16.72542241,-4.374771143,-5.872391109
78,0.577,3.974810404,2.699657992,0.397264222,0.58617956,1.013136536,-0.017388743,18.14487681,-5.17435412,-5.818314398,0.587458243,1.594694526,0.001541237,-0.000163583,-19.56514753,5.459352985,1.7949892,-1.433178724,9.77108492,-0.222418672,0.225866154,-16.71889762,-4.370268272,-5.877041655
79,0.578,3.966224321,2.709303007,0.413231798,0.586170084,1.012892479,-0.017301156,18.15943017,-5.173657868,-5.787413622,0.658402664,1.597206713,0.001601068,-0.000172799,-19.61049751,5.450925686,1.818728335,-1.462737854,9.798050857,-0.22847953,0.235685783,-16.71236595,-4.365105509,-5.881718383
80,0.579,3.95766921,2.718413635,0.429412911,0.586161963,1.012649654,-0.017212897,18.17493261,-5.172664653,-5.757340099,0.723430424,1.59926954,0.00166181,-0.000182017,-19.65534658,5.4416508,1.842670923,-1.493388766,9.825141275,-0.234560012,0.24577654,-16.70582956,-4.359287923,-5.886423576
81,0.58,3.949149171,2.726995649,0.445806502,0.58615522,1.012408085,-0.017123975,18.19137544,-5.171377911,-5.728094108,0.782558004,1.600868629,0.001723466,-0.000191226,-19.69970435,5.431538613,1.866825992,-1.525128381,9.852364954,-0.240656519,0.256149643,-16.69929036,-4.352820567,-5.891159664
82,0.581,3.940668081,2.73505483,0.462411635,0.586149877,1.012167793,-0.0170344,18.20874971,-5.169801041,-5.6996759,0.8358043,1.601989694,0.001785899,-0.000200414,-19.74358008,5.420599554,1.891203033,-1.557954255,9.879744999,-0.246760796,0.266766306,-16.69275003,-4.34570845,-5.895929224
83,0.582,3.932229841,2.742597224,0.479227262,0.586145959,1.011928797,-0.016944181,18.22704589,-5.167937609,-5.672085411,0.883190622,1.602618591,0.00184897,-0.000209566,-19.78698313,5.408844534,1.915811448,-1.591864007,9.907305291,-0.25286407,0.277583915,-16.68621027,-4.337956858,-5.900734839
84,0.583,3.923838636,2.749629413,0.496251971,0.586143489,1.011691118,-0.016853327,18.24625365,-5.165791568,-5.645321936,0.924740693,1.602741367,0.001912677,-0.000218679,-19.8299233,5.396285318,1.940659927,-1.626854668,9.935054108,-0.258962349,0.288611947,-16.67967306,-4.32957171,-5.905578937
85,0.584,3.915498932,2.756158515,0.51348398,0.58614249,1.011454777,-0.016761847,18.26636186,-5.163367257,-5.619384134,0.960480617,1.602344283,0.001977156,-0.000227754,-19.87241085,5.382934515,1.965756437,-1.662922696,9.96298376,-0.265056602,0.29991312,-16.67314071,-4.320559546,-5.910463784
86,0.585,3.907214957,2.762191621,0.530921631,0.586142987,1.011219791,-0.016669752,18.28735912,-5.160668954,-5.594270634,0.990438813,1.601413763,0.0020424,-0.000236734,-19.91445563,5.368804828,1.991109353,-1.70006529,9.991101201,-0.271143024,0.311498532,-16.66661524,-4.310926832,-5.915391789
87,0.586,3.898990681,2.767735783,0.548563399,0.586145004,1.010986177,-0.01657705,18.30923378,-5.157700871,-5.569980052,1.014645978,1.599936453,0.002108269,-0.000245628,-19.95606703,5.353909028,2.016727471,-1.738280457,10.01942902,-0.277212608,0.32332422,-16.6600984,-4.30067993,-5.920365505
