Unnamed: 0,time,pelvis_tilt,pelvis_tilt_speed,pelvis_list,pelvis_list_speed,pelvis_rotation,pelvis_rotation_speed,pelvis_tx,pelvis_tx_speed,pelvis_ty,pelvis_ty_speed,pelvis_tz,pelvis_tz_speed,hip_flexion_r,hip_flexion_r_speed,hip_adduction_r,hip_adduction_r_speed,hip_rotation_r,hip_rotation_r_speed,knee_angle_r,knee_angle_r_speed,ankle_angle_r,ankle_angle_r_speed,hip_flexion_l,hip_flexion_l_speed,hip_adduction_l,hip_adduction_l_speed,hip_rotation_l,hip_rotation_l_speed,knee_angle_l,knee_angle_l_speed,ankle_angle_l,ankle_angle_l_speed,lumbar_extension,lumbar_extension_speed,abd_r_activation,abd_r_fiber_length,add_r_activation,add_r_fiber_length,hamstrings_r_activation,hamstrings_r_fiber_length,bifemsh_r_activation,bifemsh_r_fiber_length,glut_max_r_activation,glut_max_r_fiber_length,iliopsoas_r_activation,iliopsoas_r_fiber_length,rect_fem_r_activation,rect_fem_r_fiber_length,vasti_r_activation,vasti_r_fiber_length,abd_l_activation,abd_l_fiber_length,add_l_activation,add_l_fiber_length,hamstrings_l_activation,hamstrings_l_fiber_length,bifemsh_l_activation,bifemsh_l_fiber_length,glut_max_l_activation,glut_max_l_fiber_length,iliopsoas_l_activation,iliopsoas_l_fiber_length,rect_fem_l_activation,rect_fem_l_fiber_length,vasti_l_activation,vasti_l_fiber_length,gastroc_l_activation,gastroc_l_fiber_length,soleus_l_activation,soleus_l_fiber_length,tib_ant_l_activation,tib_ant_l_fiber_length,head_pos_x,head_pos_y,head_pos_z,com_pos_x,com_pos_y,com_pos_z,toes_l_x,toes_l_y,toes_l_z,pros_foot_r_x,pros_foot_r_y,pros_foot_r_z
0,0,-0.147033873,0,-0.048037824,0,-0.051593948,0,0,0,0.90461496,0,0,0,0.254610027,0,0.080641435,0,0,0,-0.391806812,0,0.545875436,0,0.314980683,0,-0.092240568,0,0,0,-0.485934967,0,0.543242857,0,-0.0872665,0,0.05,0.077523069,0.05,0.055261376,0.05,0.063558962,0.05,0.134342647,0.05,0.160848247,0.05,0.130057686,0.05,0.060270446,0.05,0.078907569,0.05,0.077523069,0.05,0.055261376,0.05,0.063558962,0.05,0.134342647,0.05,0.160848247,0.05,0.130057686,0.05,0.060270446,0.05,0.078907569,0.05,0.057202577,0.05,0.044948141,0.05,0.06288001,-0.052764321,1.569407082,0,-0.084665656,0.995273057,-0.003576087,0.054830143,0.004129304,-0.0925,-0.075199857,0.048079304,0.0835
1,0.01,-0.147937733,-0.011262082,-0.047595311,0.00264189,-0.052479023,0.00492933,-0.00041511,0,0.90460222,0,-0.00013293,-0.000272205,0.257964627,2.20445555,0.080575678,-0.007080018,0,0,-0.394462681,-4.61151588,0.543692883,-4.41597136,0.315366797,-0.082974041,-0.092025972,0.005145536,0,0,-0.485502143,0.053584536,0.559356685,0.009050781,-0.0872665,0,0.049240185,0.077845915,0.049166739,0.056178965,0.048421053,0.065159119,0.048421053,0.134347576,0.049027206,0.162225188,0.050385369,0.128948342,0.05047945,0.058924973,0.049221613,0.07895069,0.056087921,0.077803374,0.053498727,0.055500355,0.073854171,0.063518444,0.048681444,0.133918332,0.061507897,0.161699799,0.048421053,0.12942245,0.048421053,0.060433921,0.048421053,0.079784864,0.053746737,0.056672777,0.051941293,0.045035562,0.049007218,0.062749199,-0.044755389,1.569689608,-0.001672367,-0.079456981,0.995848682,-0.003647441,0.056007754,0.003515699,-0.091238593,-0.055855343,0.048877466,0.091552192
2,0.02,-0.147590208,-0.022524163,-0.04747935,0.00528378,-0.052337466,0.00985866,-0.00064153,0,0.90477182,0,-0.00022145,-0.000544409,0.258290695,2.43024784,0.080532389,-0.014160036,0,0,-0.394365298,-4.65322113,0.543691665,-4.26996751,0.315313694,-0.165948082,-0.092202284,0.010291072,0,0,-0.485581028,0.107169073,0.559484886,0.018101562,-0.0872665,0,0.048480369,0.078168761,0.048333478,0.057096553,0.046842105,0.066759277,0.046842105,0.134352506,0.048054412,0.16360213,0.050770738,0.127838998,0.0509589,0.0575795,0.048443226,0.078993811,0.062175841,0.07808368,0.056997455,0.055739333,0.097708341,0.063477925,0.047362887,0.133494017,0.073015794,0.162551352,0.046842105,0.128787215,0.046842105,0.060597395,0.046842105,0.080662159,0.057493474,0.056142978,0.053882585,0.045122982,0.048014436,0.062618388,-0.036742976,1.569921759,-0.003344721,-0.074242699,0.996438727,-0.003712427,0.05719537,0.002977891,-0.089962204,-0.036528428,0.050127793,0.099677296
3,0.03,-0.148250096,-0.033786245,-0.048262101,0.00792567,-0.051899482,0.01478799,-0.0013115,0,0.9044534,0,-0.00018571,-0.000816614,0.262724516,2.62382322,0.081791506,-0.021240054,0,0,-0.399897011,-4.64371671,0.544271359,-3.85047528,0.32092476,-0.248922123,-0.09361558,0.015436607,0,0,-0.494216764,0.160753609,0.571364014,0.027152343,-0.0872665,0,0.047720554,0.078491608,0.047500217,0.058014142,0.045263158,0.068359434,0.045263158,0.134357436,0.047081617,0.164979072,0.051156107,0.126729654,0.05143835,0.056234027,0.047664839,0.079036932,0.068263762,0.078363986,0.060496182,0.055978312,0.121562512,0.063437407,0.046044331,0.133069702,0.084523691,0.163402905,0.045263158,0.128151979,0.045263158,0.060760869,0.045263158,0.081539455,0.061240211,0.055613179,0.055823878,0.045210403,0.047021654,0.062487577,-0.028727588,1.570103508,-0.005017052,-0.069023458,0.997043196,-0.003771459,0.058393502,0.002516177,-0.08867106,-0.017228742,0.051830837,0.107868818
4,0.04,-0.148701933,-0.045048326,-0.047215213,0.01056756,-0.051077623,0.01971732,-0.00173001,0,0.90464579,0,-0.00062606,-0.001088819,0.264461695,2.76515844,0.080376459,-0.028320072,0,0,-0.400293122,-4.56308718,0.542376907,-3.16528829,0.320518964,-0.331896164,-0.092602572,0.020582143,0,0,-0.492692792,0.214338145,0.587655933,0.036203124,-0.0872665,0,0.046960739,0.078814454,0.046666956,0.05893173,0.043684211,0.069959591,0.043684211,0.134362365,0.046108823,0.166356014,0.051541476,0.12562031,0.0519178,0.054888554,0.046886453,0.079080053,0.074351682,0.078644292,0.063994909,0.05621729,0.145416682,0.063396888,0.044725775,0.132645386,0.096031587,0.164254458,0.043684211,0.127516744,0.043684211,0.060924344,0.043684211,0.08241675,0.064986947,0.055083379,0.057765171,0.045297823,0.046028872,0.062356766,-0.020709731,1.570234831,-0.006689347,-0.063799907,0.997662078,-0.003824959,0.059602654,0.002130859,-0.087365405,0.002034122,0.053986822,0.116120117
5,0.05,-0.148391698,-0.056310408,-0.047076338,0.01320945,-0.05107783,0.02464665,-0.00192503,0,0.9048867,0,-0.0007794,-0.001361024,0.265167121,2.82421085,0.081062138,-0.035400089,0,0,-0.400065198,-4.38398893,0.542354296,-2.15089827,0.320060494,-0.414870205,-0.092186975,0.025727679,0,0,-0.492834019,0.267922682,0.587689418,0.045253905,-0.0872665,0,0.046200924,0.079137301,0.045833695,0.059849319,0.042105263,0.071559748,0.042105263,0.134367295,0.045136029,0.167732955,0.051926845,0.124510966,0.05239725,0.053543081,0.046108066,0.079123174,0.080439603,0.078924598,0.067493637,0.056456269,0.169270853,0.063356369,0.043407218,0.132221071,0.107539484,0.165106011,0.042105263,0.126881508,0.042105263,0.061087818,0.042105263,0.083294045,0.068733684,0.05455358,0.059706463,0.045385244,0.045036089,0.062225955,-0.012689911,1.570315711,-0.008361594,-0.058572692,0.998295346,-0.00387336,0.060823326,0.001822248,-0.086045495,0.021250625,0.056595642,0.124424419
6,0.06,-0.14841576,-0.067572489,-0.046618496,0.01585134,-0.053381267,0.02957598,-0.0021186,0,0.90493274,0,-0.00082236,-0.001633228,0.267241783,2.80845815,0.080820862,-0.042480107,0,0,-0.403363062,-4.10934478,0.541554059,-0.98873217,0.317919833,-0.497844246,-0.091820068,0.030873215,0,0,-0.489670886,0.321507218,0.589314735,0.054304686,-0.0872665,0,0.045441108,0.079460147,0.045000434,0.060766908,0.040526316,0.073159906,0.040526316,0.134372225,0.044163235,0.169109897,0.052312214,0.123401622,0.0528767,0.052197608,0.045329679,0.079166295,0.086527523,0.079204904,0.070992364,0.056695248,0.193125023,0.063315851,0.042088662,0.131796756,0.119047381,0.165957564,0.040526316,0.126246273,0.040526316,0.061251293,0.040526316,0.084171341,0.072480421,0.054023781,0.061647756,0.045472664,0.044043307,0.062095144,-0.004668636,1.570346135,-0.010033781,-0.053342454,0.998942959,-0.003917102,0.062056011,0.001590661,-0.084711603,0.040411282,0.05965686,0.132774827
7,0.07,-0.148296205,-0.078834571,-0.046645257,0.01849323,-0.053370358,0.03450531,-0.00230758,0,0.90491745,0,-0.00090818,-0.001905433,0.267393163,2.74648458,0.080694176,-0.049560125,0,0,-0.40333659,-3.73304829,0.541570202,0.01778659,0.317873675,-0.580818287,-0.091888039,0.036018751,0,0,-0.489610556,0.375091754,0.589301114,0.063355467,-0.0872665,0,0.044681293,0.079782993,0.044167173,0.061684496,0.038947368,0.074760063,0.038947368,0.134377154,0.043190441,0.170486839,0.052697583,0.122292278,0.05335615,0.050852135,0.044551292,0.079209417,0.092615444,0.07948521,0.074491092,0.056934226,0.216979194,0.063275332,0.040770106,0.131372441,0.130555278,0.166809116,0.038947368,0.125611037,0.038947368,0.061414767,0.038947368,0.085048636,0.076227158,0.053493982,0.063589048,0.045560084,0.043050525,0.061964333,0.003353588,1.570326096,-0.011705897,-0.048109834,0.99960486,-0.003956631,0.063301197,0.001436423,-0.083364018,0.059506669,0.063169703,0.141164338
8,0.08,-0.149111669,-0.090096653,-0.044930273,0.02113512,-0.054607112,0.03943464,-0.00289626,0,0.90491797,0,-0.00128036,-0.002177638,0.272292663,2.69416568,0.078444176,-0.056640143,0,0,-0.409782636,-3.34348858,0.541920702,1.00956393,0.316929966,-0.663792328,-0.089705878,0.041164286,0,0,-0.484670735,0.428676291,0.586433986,0.072406248,-0.0872665,0,0.043921478,0.08010584,0.043333912,0.062602085,0.037368421,0.07636022,0.037368421,0.134382084,0.042217646,0.171863781,0.053082952,0.121182934,0.0538356,0.049506663,0.043772905,0.079252538,0.098703364,0.079765516,0.077989819,0.057173205,0.240833364,0.063234814,0.039451549,0.130948126,0.142063175,0.167660669,0.037368421,0.124975801,0.037368421,0.061578241,0.037368421,0.085925931,0.079973895,0.052964182,0.065530341,0.045647505,0.042057743,0.061833521,0.011376256,1.570255591,-0.013377929,-0.042875469,1.000280976,-0.003992401,0.064559364,0.001359863,-0.082003045,0.078527431,0.067133065,0.149585846
9,0.09,-0.149430094,-0.101358734,-0.04480341,0.02377701,-0.05349525,0.04436397,-0.00342406,0,0.90491067,0,-0.00154849,-0.002449843,0.273589228,2.62363741,0.07797101,-0.063720161,0,0,-0.41021866,-2.91783568,0.541879356,1.89977091,0.317505036,-0.746766369,-0.089196446,0.046309822,0,0,-0.483363929,0.482260827,0.586550925,0.081457029,-0.0872665,0,0.043161663,0.080428686,0.042500651,0.063519674,0.035789474,0.077960377,0.035789474,0.134387014,0.041244852,0.173240722,0.053468321,0.12007359,0.05431505,0.04816119,0.042994518,0.079295659,0.104791285,0.080045821,0.081488546,0.057412184,0.264687535,0.063194295,0.038132993,0.130523811,0.153571072,0.168512222,0.035789474,0.124340566,0.035789474,0.061741716,0.035789474,0.086803227,0.083720632,0.052434383,0.067471634,0.045734925,0.041064961,0.06170271,0.019398859,1.570134626,-0.015049866,-0.037639992,1.00097122,-0.004024873,0.065830989,0.00136132,-0.080629006,0.097464289,0.071545504,0.158032165
10,0.1,-0.150243097,-0.112620816,-0.043449617,0.0264189,-0.054478891,0.0492933,-0.00398712,0,0.90484232,0,-0.00184313,-0.002722047,0.277555485,2.53516984,0.076248732,-0.070800179,0,0,-0.414804142,-2.4349607,0.541802075,2.50618316,0.317379016,-0.829740411,-0.087431624,0.051455358,0,0,-0.48034787,0.535845363,0.586511354,0.090507811,-0.0872665,0,0.042401847,0.080751533,0.041667389,0.064437262,0.034210526,0.079560535,0.034210526,0.134391943,0.040272058,0.174617664,0.053853689,0.118964246,0.0547945,0.046815717,0.042216132,0.07933878,0.110879205,0.080326127,0.084987274,0.057651162,0.288541705,0.063153777,0.036814437,0.130099496,0.165078968,0.169363775,0.034210526,0.12370533,0.034210526,0.06190519,0.034210526,0.087680522,0.087467368,0.051904584,0.069412926,0.045822346,0.040072179,0.061571899,0.027420891,1.569963208,-0.016721695,-0.032404035,1.001675488,-0.004054511,0.067116504,0.001441128,-0.079242238,0.116308043,0.076405245,0.166496036
11,0.11,-0.150119182,-0.123882897,-0.043460575,0.02906079,-0.054405188,0.05422263,-0.00423702,0,0.90485795,0,-0.00191152,-0.002994252,0.277717535,2.43944724,0.076201957,-0.077880197,0,0,-0.414765769,-1.90528968,0.541819141,2.65824031,0.317383091,-0.912714452,-0.087477506,0.056600894,0,0,-0.480275406,0.589429899,0.586516009,0.099558592,-0.0872665,0,0.041642032,0.081074379,0.040834128,0.065354851,0.032631579,0.081160692,0.032631579,0.134396873,0.039299264,0.175994606,0.054239058,0.117854902,0.05527395,0.045470244,0.041437745,0.079381901,0.116967126,0.080606433,0.088486001,0.057890141,0.312395876,0.063113258,0.035495881,0.129675181,0.176586865,0.170215328,0.032631579,0.123070095,0.032631579,0.062068665,0.032631579,0.088557817,0.091214105,0.051374784,0.071354219,0.045909766,0.039079397,0.061441088,0.035441847,1.569741352,-0.018393405,-0.0271683,1.002393643,-0.004081787,0.068415309,0.001599389,-0.077843109,0.135049581,0.081710176,0.17497014
12,0.12,-0.152831834,-0.135144979,-0.042228275,0.03170268,-0.053522716,0.05915196,-0.00571488,0,0.904618,0,-0.00227774,-0.003266457,0.286299082,2.32067054,0.074600721,-0.084960215,0,0,-0.422672187,-1.34226418,0.543155546,2.87959821,0.322093946,-0.995688493,-0.085898693,0.061746429,0,0,-0.479291774,0.643014436,0.584784813,0.108609373,-0.0872665,0,0.040882217,0.081397225,0.040000867,0.06627244,0.031052632,0.082760849,0.031052632,0.134401803,0.038326469,0.177371548,0.054624427,0.116745558,0.0557534,0.044124771,0.040659358,0.079425022,0.123055046,0.080886739,0.091984728,0.05812912,0.336250046,0.06307274,0.034177324,0.129250866,0.188094762,0.17106688,0.031052632,0.122434859,0.031052632,0.062232139,0.031052632,0.089435113,0.094960842,0.050844985,0.073295512,0.045997187,0.038086615,0.061310277,0.04346122,1.569469077,-0.020064983,-0.02193357,1.003125509,-0.004107177,0.069725645,0.001835895,-0.076432018,0.153679882,0.08745785,0.183447114
13,0.13,-0.15255067,-0.146407061,-0.042269261,0.03434457,-0.053449845,0.06408129,-0.00615193,0,0.90469541,0,-0.00237379,-0.003538662,0.28651971,2.1856753,0.074520781,-0.092040233,0,0,-0.422563063,-0.74689799,0.543149264,2.95300759,0.322120433,-1.078662534,-0.085897631,0.066891965,0,0,-0.479150112,0.696598972,0.584784996,0.117660154,-0.0872665,0,0.040122402,0.081720072,0.039167606,0.067190028,0.029473684,0.084361006,0.029473684,0.134406732,0.037353675,0.178748489,0.055009796,0.115636214,0.05623285,0.042779298,0.039880971,0.079468143,0.129142967,0.081167045,0.095483456,0.058368098,0.360104217,0.063032221,0.032858768,0.128826551,0.199602659,0.171918433,0.029473684,0.121799623,0.029473684,0.062395614,0.029473684,0.090312408,0.098707579,0.050315186,0.075236804,0.046084607,0.037093833,0.061179466,0.051478504,1.569146408,-0.021736418,-0.016700627,1.003870889,-0.004131161,0.071045706,0.002150352,-0.075009381,0.172190023,0.093645487,0.191919561
