time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,lumbar_extension
4.283,-0.237445523,-0.024448103,-0.163556334,1.47908534,1.07931828,0.1015237,0.267386416,0.127020517,0,-0.596394577,0.709039656,1.030412455,-0.120666716,0,-0.519301487,0.400701501,-0.0872665
4.3,-0.234796589,-0.026235819,-0.167894667,1.49770154,1.07992265,0.1011975,0.243999461,0.123476336,0,-0.600602778,0.692705749,1.025621266,-0.119010467,0,-0.526554901,0.404558832,-0.0872665
4.317,-0.232816051,-0.029115599,-0.17227862,1.51695769,1.08108223,0.10097896,0.218415206,0.12048715,0,-0.600424693,0.669002049,1.016504566,-0.118163626,0,-0.539598646,0.414410045,-0.0872665
4.333,-0.230605019,-0.032208724,-0.175640377,1.53696407,1.0829207,0.10059319,0.188200248,0.11642081,0,-0.591444709,0.640740681,1.000903944,-0.115910234,0,-0.556150659,0.420464538,-0.0872665
4.35,-0.230680859,-0.035484459,-0.180935793,1.55667488,1.0851263,0.10023878,0.162663853,0.112310921,0,-0.584120138,0.603058637,0.982618386,-0.114899356,0,-0.571712645,0.419620449,-0.0872665
4.367,-0.233712921,-0.039312343,-0.183444093,1.57574751,1.08794433,0.09979871,0.142889112,0.109893226,0,-0.576869739,0.559094936,0.969834915,-0.113877077,0,-0.582266088,0.38650003,-0.0872665
4.383,-0.239314773,-0.043652477,-0.184988207,1.59427965,1.09129212,0.09936676,0.132573754,0.10934968,0,-0.578771989,0.508462577,0.963946852,-0.115258476,0,-0.595394395,0.350500443,-0.0872665
4.4,-0.248123855,-0.045649849,-0.187264271,1.61178946,1.09513908,0.09839042,0.140664263,0.107081849,0,-0.604237835,0.44942925,0.963385535,-0.116036776,0,-0.612205079,0.33144408,-0.0872665
4.417,-0.258530891,-0.047605311,-0.191512667,1.62866514,1.09931807,0.0975816,0.160658414,0.105901525,0,-0.643560129,0.379951086,0.962753067,-0.11873556,0,-0.632309575,0.349532735,-0.0872665
4.433,-0.270818963,-0.048846889,-0.194772359,1.64434071,1.10346994,0.09674747,0.194512657,0.105688199,0,-0.697399502,0.305263946,0.96179611,-0.121687911,0,-0.646111627,0.363149854,-0.0872665
4.45,-0.283524536,-0.048065994,-0.199876054,1.65894275,1.10758994,0.09542857,0.24078411,0.10335106,0,-0.76736792,0.228160345,0.958061426,-0.122609067,0,-0.652706326,0.380809815,-0.0872665
4.467,-0.294456905,-0.045196664,-0.204173485,1.67297723,1.11159368,0.09331737,0.297878789,0.098816819,0,-0.854381335,0.145823558,0.948911569,-0.119280522,0,-0.65118987,0.399889984,-0.0872665
4.483,-0.30191658,-0.04032443,-0.207887141,1.68701428,1.11557765,0.0907376,0.357505715,0.091419418,0,-0.945108647,0.070482707,0.932552563,-0.112246926,0,-0.642916667,0.422530896,-0.0872665
4.5,-0.307676917,-0.033799735,-0.212608233,1.70095951,1.11923686,0.08810193,0.419908897,0.082336951,0,-1.035148668,-0.004598907,0.915426379,-0.103874716,0,-0.635836648,0.444276259,-0.0872665
4.517,-0.312473006,-0.025998712,-0.216940657,1.71473922,1.12255727,0.08527025,0.483671443,0.071833054,0,-1.119753328,-0.069878859,0.897801295,-0.093848346,0,-0.627666725,0.463854332,-0.0872665
4.533,-0.314178896,-0.016878539,-0.217215354,1.72899977,1.12574898,0.08193902,0.542066522,0.057905063,0,-1.194500318,-0.067908387,0.875617414,-0.078911934,0,-0.615432766,0.482208016,-0.0872665
4.55,-0.313289836,-0.009036533,-0.213178447,1.74322614,1.12843095,0.07874875,0.598027431,0.045474852,0,-1.262346104,-0.019338381,0.853935839,-0.062269595,0,-0.608676086,0.507646777,-0.0872665
4.567,-0.311989952,-0.001976471,-0.205717515,1.75709522,1.13120995,0.07562404,0.653411874,0.034190579,0,-1.314977983,0.02728967,0.830540475,-0.044342143,0,-0.597106786,0.525919827,-0.0872665
4.583,-0.310658507,0.004119815,-0.196440392,1.77065663,1.13381639,0.07263385,0.707727059,0.024495083,0,-1.354654416,0.064655305,0.807454298,-0.026629388,0,-0.584806412,0.541699287,-0.0872665
4.6,-0.30896087,0.009340923,-0.186221924,1.78410567,1.13614473,0.06989096,0.760371907,0.015859874,0,-1.380786382,0.104859783,0.785431573,-0.009875142,0,-0.574514777,0.557195661,-0.0872665
4.617,-0.307117544,0.013647178,-0.17428965,1.7975598,1.13840878,0.067428,0.810022231,0.008149504,0,-1.393324451,0.143753931,0.763798505,0.006235009,0,-0.565133774,0.571551415,-0.0872665
4.633,-0.305058207,0.017232649,-0.162145944,1.81110037,1.14060915,0.06531173,0.855276089,0.001498196,0,-1.39180756,0.183011018,0.741671839,0.020838822,0,-0.556388959,0.585078662,-0.0872665
4.65,-0.302644309,0.0196998,-0.149265933,1.82461222,1.1425503,0.06359493,0.896194132,-0.003604816,0,-1.378086585,0.218947075,0.719721575,0.033730727,0,-0.549538659,0.597965396,-0.0872665
4.667,-0.300429269,0.021080071,-0.137554193,1.83803137,1.14436254,0.06232214,0.933126264,-0.006497378,0,-1.352401991,0.252476262,0.697434167,0.044174219,0,-0.541666736,0.610823509,-0.0872665
4.683,-0.298912603,0.023315442,-0.127093443,1.85108446,1.14593351,0.06106145,0.968740704,-0.010130412,0,-1.317347111,0.276196774,0.675646566,0.054615097,0,-0.532283055,0.623470399,-0.0872665
4.7,-0.296438958,0.023983839,-0.117563887,1.86413112,1.14752918,0.06043743,0.997412462,-0.010736608,0,-1.270839148,0.298468679,0.65317099,0.062049734,0,-0.524544744,0.636191702,-0.0872665
4.717,-0.294753763,0.024290392,-0.1090376,1.87694557,1.14891923,0.06018267,1.022665147,-0.009772229,0,-1.2162538,0.317145312,0.631671757,0.067773266,0,-0.516684063,0.648399706,-0.0872665
4.733,-0.294136756,0.022594307,-0.101211584,1.88949877,1.1501352,0.06057631,1.043893016,-0.005206912,0,-1.153631461,0.329034642,0.612737975,0.069715985,0,-0.511649997,0.659541377,-0.0872665
4.75,-0.292947206,0.019929421,-0.092296338,1.90217853,1.15115135,0.0612904,1.059319496,0.000146943,0,-1.085869489,0.341143098,0.594007469,0.070386692,0,-0.508377803,0.672456242,-0.0872665
4.767,-0.292181856,0.016367931,-0.084489634,1.9145054,1.15194938,0.06236276,1.071271133,0.007791545,0,-1.013632016,0.345352168,0.57762626,0.068985444,0,-0.508645175,0.684205847,-0.0872665
4.783,-0.292154413,0.012757906,-0.078592209,1.92712955,1.15267006,0.06384127,1.078720151,0.017396881,0,-0.937464247,0.348060226,0.560184779,0.066378721,0,-0.506588861,0.6960481,-0.0872665
4.8,-0.292609376,0.009933904,-0.075151382,1.94035598,1.15325814,0.06533251,1.080669117,0.027013547,0,-0.856029354,0.350920091,0.541450664,0.063772751,0,-0.502520819,0.708055209,-0.0872665
4.817,-0.292389369,0.006610208,-0.071852287,1.9534386,1.15368185,0.06690711,1.086727219,0.036121752,0,-0.802575549,0.323096444,0.5240262,0.06036761,0,-0.501761104,0.720613124,-0.0872665
4.833,-0.290476665,0.003515005,-0.067876562,1.96665885,1.15392776,0.06853044,1.086636017,0.044030065,0,-0.749296605,0.302475253,0.506560498,0.05746505,0,-0.504843829,0.733230835,-0.0872665
4.85,-0.287281298,0.00286728,-0.066051191,1.98059248,1.1540918,0.06982838,1.083089894,0.049122942,0,-0.707512816,0.289636897,0.486212299,0.05723952,0,-0.506690601,0.74518534,-0.0872665
4.867,-0.279321633,0.005563016,-0.069402074,1.99631395,1.15490079,0.07053235,1.072198428,0.052177917,0,-0.681550012,0.278376834,0.455159753,0.061034809,0,-0.501785563,0.754805884,-0.0872665
4.883,-0.2750697,0.00651832,-0.068431267,2.01095221,1.15487786,0.07159359,1.064257275,0.054464008,0,-0.666447503,0.26786652,0.435883764,0.063110082,0,-0.509630836,0.762651845,-0.0872665
4.9,-0.270392052,0.007388405,-0.066874249,2.02572142,1.1548941,0.07270819,1.055281606,0.05651068,0,-0.662011554,0.243406238,0.417244524,0.064995528,0,-0.51990873,0.767818078,-0.0872665
4.917,-0.265671681,0.009653287,-0.064551695,2.04091383,1.15502205,0.07344956,1.044475637,0.055788979,0,-0.669956269,0.215628502,0.398426844,0.068686231,0,-0.5306415,0.770728964,-0.0872665
4.933,-0.260338773,0.010304159,-0.060918254,2.05637712,1.15552231,0.07437656,1.029177372,0.056570842,0,-0.679578914,0.182364097,0.379399482,0.069990033,0,-0.543194861,0.768678877,-0.0872665
4.95,-0.255337959,0.012607331,-0.057823315,2.07149668,1.15619681,0.07500469,1.016888182,0.054524217,0,-0.703037566,0.227561886,0.362791085,0.072859417,0,-0.559016528,0.760484289,-0.0872665
4.967,-0.250632433,0.015113162,-0.057318872,2.08677235,1.15745636,0.07581706,1.005479028,0.053090625,0,-0.72561003,0.256850351,0.346561677,0.075244369,0,-0.574781051,0.746530522,-0.0872665
4.983,-0.24640988,0.016995441,-0.05950241,2.10185305,1.15925081,0.07707616,0.997836448,0.054108817,0,-0.751479587,0.281880913,0.335277301,0.076176964,0,-0.598388077,0.727130791,-0.0872665
5,-0.243084939,0.018394822,-0.065143927,2.11675751,1.16169921,0.07884647,0.993007696,0.058243605,0,-0.783680908,0.305645062,0.328832618,0.075926941,0,-0.628166986,0.703295416,-0.0872665
5.017,-0.240277937,0.019279046,-0.070450689,2.13135797,1.16513279,0.08047572,0.979362076,0.061019328,0,-0.80044566,0.328545053,0.327612584,0.075611975,0,-0.665402547,0.671016104,-0.0872665
5.033,-0.23813263,0.019097341,-0.074472709,2.14524499,1.1689795,0.08226605,0.960939588,0.0637093,0,-0.805812096,0.346833026,0.332349513,0.072769088,0,-0.70647384,0.620960443,-0.0872665
5.05,-0.23539547,0.019427085,-0.080167413,2.15930616,1.17322056,0.08418007,0.937033316,0.066493791,0,-0.802151166,0.366151868,0.339142214,0.070618067,0,-0.749981801,0.56978743,-0.0872665
5.067,-0.233793036,0.020723976,-0.082198311,2.17254332,1.17724621,0.08560839,0.914591582,0.06558271,0,-0.798093341,0.386575741,0.356023937,0.069969412,0,-0.804100724,0.510982136,-0.0872665
5.083,-0.231326829,0.021586679,-0.082133082,2.18562933,1.18141281,0.08677047,0.889919173,0.063460109,0,-0.792235705,0.406967678,0.378297629,0.068971303,0,-0.865890399,0.439869734,-0.0872665
5.1,-0.229253144,0.020919874,-0.080433993,2.19832948,1.1855839,0.0880436,0.86440498,0.062644699,0,-0.782666255,0.426279121,0.406790876,0.065369502,0,-0.934028521,0.369994348,-0.0872665
5.117,-0.225231002,0.019503375,-0.075276529,2.21077911,1.1895254,0.08909671,0.837823295,0.061304788,0,-0.772860481,0.445103632,0.436953247,0.060615083,0,-1.00528669,0.316361922,-0.0872665
5.133,-0.223528292,0.017714492,-0.070149464,2.22249309,1.19243946,0.09030355,0.816398062,0.060884855,0,-0.768142343,0.464450706,0.47507011,0.054166262,0,-1.081718904,0.279028422,-0.0872665
5.15,-0.222899452,0.014424816,-0.06382498,2.23364704,1.19488485,0.09153778,0.796081112,0.06226775,0,-0.761197935,0.482514308,0.516222374,0.045028393,0,-1.15413628,0.255179848,-0.0872665
5.167,-0.220094304,0.009233065,-0.059163165,2.24554593,1.19775669,0.09331463,0.769608187,0.067198485,0,-0.7487079,0.49678671,0.553848176,0.031409771,0,-1.215741373,0.256302784,-0.0872665
5.183,-0.217967092,0.002135445,-0.054210745,2.25642298,1.20016838,0.09558444,0.74549079,0.074998017,0,-0.736422925,0.511198778,0.596050597,0.011927605,0,-1.268015943,0.274342037,-0.0872665
5.2,-0.214430069,-0.004978725,-0.050001047,2.26709397,1.20260542,0.09796102,0.719879626,0.083739062,0,-0.722127766,0.526092705,0.634611099,-0.00822042,0,-1.304858112,0.30252621,-0.0872665
5.217,-0.211292034,-0.009997415,-0.048729201,2.27734956,1.20519922,0.09984428,0.695400968,0.090861813,0,-0.70606063,0.535804591,0.671729577,-0.02555234,0,-1.326905676,0.317258654,-0.0872665
5.233,-0.20752286,-0.012453528,-0.049914475,2.28800295,1.20795077,0.1011076,0.667998275,0.094786665,0,-0.689052169,0.540601299,0.702635195,-0.038246343,0,-1.330585499,0.34240676,-0.0872665
5.25,-0.20491293,-0.014254547,-0.053568908,2.29847878,1.21054794,0.1022963,0.643750008,0.099016479,0,-0.672596677,0.548622974,0.731834293,-0.049734112,0,-1.318744333,0.360927175,-0.0872665
5.267,-0.201132709,-0.013720354,-0.057166345,2.30879326,1.21291061,0.10281105,0.619795829,0.098495112,0,-0.661650799,0.568424258,0.755800057,-0.057243481,0,-1.294054225,0.391163342,-0.0872665
5.283,-0.199076956,-0.014946037,-0.062358933,2.31833682,1.21459729,0.10384012,0.599704327,0.101851321,0,-0.650939572,0.577360134,0.781819548,-0.068406987,0,-1.261231922,0.405450745,-0.0872665
5.3,-0.19399811,-0.015431806,-0.065454531,2.32905466,1.21687165,0.10425458,0.571895984,0.102221231,0,-0.634902855,0.587759845,0.797245107,-0.075850096,0,-1.214965716,0.412929941,-0.0872665
5.317,-0.191519687,-0.016271946,-0.068835654,2.33829917,1.21841676,0.10492357,0.550506184,0.10349899,0,-0.622499562,0.59597952,0.814475675,-0.084048391,0,-1.161477125,0.423499702,-0.0872665
5.333,-0.189144383,-0.016782249,-0.071787392,2.34778812,1.22004189,0.10532384,0.528121265,0.103881924,0,-0.6077556,0.610020115,0.825891994,-0.090925471,0,-1.096208855,0.437291819,-0.0872665
5.35,-0.190024983,-0.016835712,-0.076358848,2.35601714,1.22071488,0.10558921,0.514431059,0.104204686,0,-0.599657233,0.617049091,0.840390073,-0.097708309,0,-1.028777848,0.444487087,-0.0872665
5.367,-0.189352272,-0.01565814,-0.083950766,2.36573796,1.22190898,0.10543596,0.495779708,0.102934242,0,-0.588457559,0.624697946,0.845550509,-0.102565081,0,-0.956589794,0.449012867,-0.0872665
5.383,-0.189817994,-0.014392594,-0.088402664,2.37451298,1.22265254,0.10493467,0.481790091,0.100599944,0,-0.581585316,0.631959056,0.850557665,-0.104651484,0,-0.882977906,0.447279243,-0.0872665
5.4,-0.189890079,-0.012810909,-0.093144515,2.3832536,1.2231138,0.10432926,0.469592599,0.097795028,0,-0.578615048,0.639591612,0.853893926,-0.105628631,0,-0.812778396,0.440261793,-0.0872665
5.417,-0.190383853,-0.011170998,-0.099299716,2.39186015,1.22306433,0.10382531,0.461362635,0.095486672,0,-0.581760079,0.647983628,0.856754286,-0.106894818,0,-0.751547771,0.431786432,-0.0872665
5.433,-0.191144713,-0.010623613,-0.10347627,2.4005044,1.22299774,0.10337352,0.45120859,0.093985999,0,-0.5813586,0.656405165,0.860618017,-0.107619552,0,-0.704828814,0.405869044,-0.0872665
5.45,-0.191049212,-0.008799428,-0.109337854,2.40967667,1.22290685,0.10247687,0.441150774,0.089622518,0,-0.586277059,0.661784582,0.859558447,-0.107441011,0,-0.666173935,0.395076087,-0.0872665
5.467,-0.190859398,-0.008526234,-0.111004361,2.41839854,1.22266351,0.10137336,0.433317058,0.086989401,0,-0.593621112,0.669987732,0.860969498,-0.105972985,0,-0.645808687,0.369297616,-0.0872665
5.483,-0.189186412,-0.009504849,-0.111978611,2.42775202,1.22294596,0.1002991,0.421082524,0.085631514,0,-0.596084488,0.678785293,0.858299702,-0.104452017,0,-0.63950227,0.326968633,-0.0872665
5.5,-0.187513901,-0.011153852,-0.112288924,2.43720019,1.22335214,0.0992037,0.406692479,0.084908667,0,-0.593995539,0.684296465,0.854278623,-0.102888379,0,-0.645651699,0.286933996,-0.0872665
5.517,-0.185346738,-0.013249223,-0.111670002,2.44701298,1.22356823,0.09819525,0.390765656,0.084819829,0,-0.591277832,0.690391709,0.847385272,-0.101454639,0,-0.656581385,0.270512779,-0.0872665
5.533,-0.182175686,-0.01667643,-0.110915404,2.45720155,1.22375731,0.09735771,0.372378017,0.086255112,0,-0.587894107,0.696789698,0.837113227,-0.101986051,0,-0.673511433,0.313415003,-0.0872665
5.55,-0.178550597,-0.019993627,-0.111045202,2.46749977,1.22436001,0.0963498,0.352005329,0.087348279,0,-0.581577215,0.699826792,0.820640137,-0.102387619,0,-0.678971571,0.346913555,-0.0872665
5.567,-0.177276289,-0.023032347,-0.111909014,2.47703413,1.22497488,0.09539937,0.3362916,0.088747676,0,-0.577544691,0.700745741,0.803916179,-0.102765448,0,-0.674795987,0.374379263,-0.0872665
5.583,-0.17736953,-0.025751764,-0.109773408,2.48672206,1.22621373,0.09393994,0.322152926,0.090689715,0,-0.56576293,0.690683638,0.78425674,-0.100241604,0,-0.661649781,0.401343718,-0.0872665
5.6,-0.179153555,-0.027534767,-0.109244999,2.4956129,1.22711219,0.09224986,0.311992576,0.089867924,0,-0.564602949,0.692237257,0.766502897,-0.097531463,0,-0.649449021,0.434302864,-0.0872665
5.617,-0.180419857,-0.028143054,-0.105923368,2.50387401,1.22839878,0.09002049,0.306269932,0.08690774,0,-0.57040408,0.687860964,0.748205715,-0.092434858,0,-0.634396213,0.460865948,-0.0872665
5.633,-0.182396671,-0.028718837,-0.103294303,2.51148767,1.23026464,0.08764874,0.302971703,0.083816837,0,-0.576657238,0.676805392,0.733726598,-0.08844147,0,-0.622141497,0.47489816,-0.0872665
5.65,-0.190040187,-0.029367216,-0.099505347,2.51729504,1.23210851,0.08529019,0.310508478,0.081577167,0,-0.587855036,0.657767594,0.729324315,-0.08526573,0,-0.611852713,0.478093691,-0.0872665
5.667,-0.198575354,-0.028026274,-0.094955711,2.52292286,1.2342416,0.08249459,0.322534469,0.076380851,0,-0.604700475,0.632687917,0.724682934,-0.079605785,0,-0.597900986,0.476184399,-0.0872665
5.683,-0.205364105,-0.027031724,-0.089107304,2.52845098,1.23656332,0.07958854,0.33318928,0.071032075,0,-0.621570123,0.611030321,0.715515618,-0.073503177,0,-0.577330789,0.476887714,-0.0872665
5.7,-0.211318527,-0.027462713,-0.085153097,2.53400785,1.23886468,0.07685694,0.343315354,0.067248647,0,-0.638405254,0.586451652,0.704939945,-0.069155869,0,-0.556934524,0.478150178,-0.0872665
5.717,-0.215204018,-0.026222048,-0.084588774,2.54061321,1.2413219,0.07399446,0.349219144,0.06089463,0,-0.652818912,0.562516732,0.68799734,-0.063273626,0,-0.533662076,0.482504801,-0.0872665
5.733,-0.219901523,-0.025237957,-0.084713059,2.54659944,1.24328591,0.07153786,0.357914679,0.055467725,0,-0.67014162,0.537016336,0.67400737,-0.058599122,0,-0.513405233,0.486123822,-0.0872665
5.75,-0.222971551,-0.024787426,-0.084080796,2.55239599,1.24520894,0.06917228,0.36512482,0.050675739,0,-0.689513715,0.509592318,0.660428884,-0.054556301,0,-0.495968231,0.488489379,-0.0872665
5.767,-0.22550423,-0.02439201,-0.082202951,2.55755756,1.24684803,0.06696688,0.372605801,0.046023794,0,-0.708365308,0.489251434,0.648730773,-0.050556004,0,-0.480485707,0.49026142,-0.0872665
5.783,-0.227084845,-0.023823855,-0.081086729,2.56318594,1.24816342,0.06485464,0.379197182,0.041373527,0,-0.727116292,0.470431801,0.637068139,-0.046661514,0,-0.468012855,0.494738405,-0.0872665
5.8,-0.228083889,-0.022981427,-0.080557624,2.56859773,1.24909601,0.0626361,0.388273305,0.036352902,0,-0.751160681,0.45051627,0.627031548,-0.042575795,0,-0.459080772,0.501667705,-0.0872665
5.817,-0.230057151,-0.022158922,-0.080565167,2.57355935,1.24958148,0.06051696,0.39997952,0.031604535,0,-0.777101696,0.428638866,0.620098469,-0.038818837,0,-0.453388316,0.508960626,-0.0872665
5.833,-0.232024454,-0.020179729,-0.081025652,2.57825842,1.25008348,0.05783156,0.415391411,0.024939019,0,-0.807509096,0.403846533,0.613324158,-0.033125822,0,-0.44774768,0.515258753,-0.0872665
5.85,-0.232794425,-0.018776018,-0.080862603,2.58297937,1.25037505,0.05543538,0.431638111,0.019669979,0,-0.841036422,0.377593499,0.608484559,-0.028258847,0,-0.449144379,0.521578762,-0.0872665
5.867,-0.2303028,-0.016190516,-0.08149268,2.58864817,1.25089653,0.05310064,0.443011876,0.012645242,0,-0.873118438,0.355186039,0.598798581,-0.022387798,0,-0.450468492,0.528940471,-0.0872665
5.883,-0.229902493,-0.014907418,-0.081390264,2.59304601,1.25103464,0.05101426,0.460251852,0.007625086,0,-0.908781121,0.329760402,0.595783574,-0.018145671,0,-0.45639601,0.535617174,-0.0872665
5.9,-0.229966839,-0.01285579,-0.08507389,2.59738327,1.25126204,0.04886167,0.480581976,0.001536191,0,-0.946775725,0.295563876,0.592462178,-0.014131917,0,-0.461097114,0.543341167,-0.0872665
5.917,-0.232259931,-0.010438497,-0.091002142,2.60054719,1.25118436,0.0469434,0.508646496,-0.004524181,0,-0.989960784,0.257742797,0.591719187,-0.010998066,0,-0.46313514,0.550081138,-0.0872665
5.933,-0.230318692,-0.007850173,-0.093007873,2.60525079,1.25131142,0.04477571,0.532967508,-0.011579209,0,-1.03609344,0.219180336,0.583793679,-0.005607121,0,-0.462884874,0.560231812,-0.0872665
5.95,-0.228490178,-0.004742485,-0.095955884,2.60959609,1.25141307,0.04254817,0.559736045,-0.018978721,0,-1.082533113,0.180547535,0.57648595,4.40696E-06,0,-0.463093676,0.569480026,-0.0872665
5.967,-0.228971587,-0.001536415,-0.100223877,2.61261033,1.25115938,0.04055134,0.593556776,-0.025426499,0,-1.131150799,0.139786707,0.574275071,0.004625622,0,-0.465132068,0.576989761,-0.0872665
5.983,-0.228894532,0.001700539,-0.105023957,2.61599457,1.25108874,0.03862769,0.62575038,-0.031589294,0,-1.176096188,0.103643889,0.570190329,0.009140801,0,-0.466038515,0.583815349,-0.0872665
6,-0.228857317,0.004131181,-0.106842252,2.61899741,1.25078822,0.03694224,0.656895562,-0.036415863,0,-1.217538281,0.07464886,0.567464386,0.013545867,0,-0.468781941,0.589827793,-0.0872665
6.017,-0.228721426,0.006422397,-0.108003273,2.62159732,1.25045076,0.03538368,0.686149005,-0.040624837,0,-1.252817166,0.072407988,0.562932216,0.017924583,0,-0.46602989,0.595319843,-0.0872665
6.033,-0.227361679,0.008784312,-0.109615371,2.6252064,1.25033207,0.0338787,0.709555748,-0.04469633,0,-1.279274675,0.083360797,0.554656553,0.022624239,0,-0.45855934,0.607865964,-0.0872665
6.05,-0.226645654,0.010644852,-0.110896806,2.62839194,1.25026828,0.03251232,0.731169016,-0.047001588,0,-1.295175713,0.128666345,0.549287523,0.026457079,0,-0.455763071,0.618896043,-0.0872665
6.067,-0.227446693,0.011412449,-0.11214863,2.63100306,1.25045592,0.03160094,0.752678076,-0.046524721,0,-1.300576167,0.173600101,0.547748788,0.02818627,0,-0.458734175,0.618961335,-0.0872665
6.083,-0.228025726,0.011093264,-0.11297679,2.6335083,1.25103023,0.0310482,0.767568544,-0.044272744,0,-1.290239421,0.224750817,0.546606543,0.028894791,0,-0.464811931,0.615208492,-0.0872665
6.1,-0.228464543,0.011428174,-0.115237534,2.63578288,1.2514747,0.03052458,0.780511768,-0.042575784,0,-1.269405728,0.278532202,0.54381416,0.029698438,0,-0.464927604,0.61887624,-0.0872665
6.117,-0.230129897,0.010886475,-0.117450003,2.63764501,1.25186198,0.03026064,0.791936315,-0.039014592,0,-1.237667549,0.331073407,0.54396361,0.029040652,0,-0.467933826,0.618150989,-0.0872665
6.133,-0.230240031,0.011226855,-0.118948432,2.6403163,1.2525005,0.02987428,0.795693585,-0.037431174,0,-1.194338091,0.382979461,0.53951008,0.030016727,0,-0.465143445,0.621306562,-0.0872665
6.15,-0.231433289,0.011744414,-0.121679493,2.64259403,1.25283517,0.02976186,0.798748541,-0.034893061,0,-1.144546865,0.432113936,0.536611111,0.030208301,0,-0.461224811,0.626494108,-0.0872665
6.167,-0.231694582,0.011286187,-0.122274211,2.6455398,1.25375358,0.02989135,0.793775803,-0.031534387,0,-1.084320864,0.476013772,0.531498644,0.029802435,0,-0.458028895,0.626007137,-0.0872665
6.183,-0.232685402,0.008901619,-0.122823002,2.647786,1.2546298,0.03064844,0.785805889,-0.024649217,0,-1.017903113,0.506615566,0.528875629,0.026214899,0,-0.457908872,0.624028423,-0.0872665
6.2,-0.232420415,0.007087253,-0.121462813,2.65041477,1.25533434,0.03119806,0.774165644,-0.01937435,0,-0.952956059,0.528636544,0.523351104,0.024315375,0,-0.454557646,0.625195923,-0.0872665
6.217,-0.232583956,0.004518207,-0.117228952,2.65351114,1.255902,0.03205527,0.759793895,-0.014087296,0,-0.891432943,0.539366671,0.517778574,0.021884277,0,-0.450597771,0.627064916,-0.0872665
6.233,-0.232466904,0.003606238,-0.113412651,2.65653837,1.25609728,0.03279857,0.745144254,-0.012277289,0,-0.842257644,0.535492738,0.514563699,0.021134644,0,-0.451649418,0.629350095,-0.0872665
6.25,-0.230107174,0.002916908,-0.109415457,2.65957592,1.25638121,0.03348236,0.726297774,-0.010438172,0,-0.799720835,0.52936774,0.5082798,0.020911532,0,-0.451274191,0.631724364,-0.0872665
6.267,-0.223627947,0.003741322,-0.105722266,2.6640247,1.25695637,0.03411592,0.699530854,-0.013329405,0,-0.765400496,0.524156025,0.491971865,0.022895616,0,-0.442918612,0.636606686,-0.0872665
6.283,-0.217542689,0.004675336,-0.103566387,2.6674966,1.25735062,0.03462362,0.673924242,-0.016020129,0,-0.73663159,0.526532044,0.482810925,0.024398651,0,-0.44546553,0.639729564,-0.0872665
6.3,-0.213119276,0.006663823,-0.104948085,2.6706301,1.25766729,0.03574873,0.650684507,-0.017609683,0,-0.711068793,0.536136046,0.471762704,0.025498541,0,-0.441374507,0.642114021,-0.0872665
6.317,-0.207029131,0.006025846,-0.104384267,2.67447457,1.25889218,0.03712312,0.621331535,-0.016629896,0,-0.680212862,0.550277194,0.456303649,0.024484103,0,-0.43371506,0.643354448,-0.0872665
6.333,-0.202673153,0.005067731,-0.10576096,2.67716427,1.26031993,0.03845444,0.606533749,-0.014935936,0,-0.667664704,0.552393524,0.446552289,0.022591435,0,-0.430892937,0.642676909,-0.0872665
6.35,-0.198702771,0.004283038,-0.107298396,2.67969183,1.26188442,0.03966216,0.593085823,-0.014092624,0,-0.655692166,0.5508372,0.439251599,0.020970952,0,-0.431188589,0.641528845,-0.0872665
6.367,-0.194431626,0.003398885,-0.109742268,2.68263748,1.26339106,0.04104779,0.578920586,-0.012982619,0,-0.644058178,0.547469061,0.430577374,0.018886857,0,-0.431109362,0.641886027,-0.0872665
6.383,-0.1939698,0.002533516,-0.113215383,2.68500445,1.26426812,0.04249055,0.569863885,-0.01083716,0,-0.63215769,0.547504545,0.425848408,0.016072692,0,-0.429812882,0.642127064,-0.0872665
6.4,-0.192198163,0.00115089,-0.114576753,2.6877849,1.26534166,0.04403594,0.553162103,-0.008793944,0,-0.611360046,0.550872676,0.419340598,0.01309347,0,-0.427980638,0.639522758,-0.0872665
6.417,-0.190738747,-0.000517545,-0.114434168,2.6900935,1.26597365,0.0455305,0.542291085,-0.005723173,0,-0.600403165,0.554359051,0.415856501,0.010056363,0,-0.430845408,0.639589396,-0.0872665
6.433,-0.187927125,-0.002661441,-0.1143927,2.69243136,1.26672524,0.04706921,0.527161754,-0.002461126,0,-0.584597153,0.557834763,0.408079224,0.006713386,0,-0.428697134,0.642583214,-0.0872665
6.45,-0.18633267,-0.004786147,-0.114557021,2.69398462,1.26700559,0.04845928,0.517041648,0.000760619,0,-0.574122956,0.560286276,0.404178672,0.003202083,0,-0.429481974,0.646327119,-0.0872665
6.467,-0.183087903,-0.006136502,-0.116134456,2.69656448,1.26753699,0.04989876,0.505516733,0.003252139,0,-0.566234075,0.563237923,0.394161972,0.000511081,0,-0.424007625,0.6492869,-0.0872665
